Kategoria,Data,Suma jm.,Suma jm. PLN,Suma jm. EUR,Suma jm. USD,Wartość suma w PLN,Wartość PLN,Wartość EUR,Wartość USD,"Wartość EUR, PLN",Kurs euro
słupy,20230201,23,20,3,,17760,14400,705,,"3 046,09 zł","4,32 zł"
słupy,20240201,31,8,22,1,25236,6565,4190,135,"18 103,71 zł","4,32 zł"
słupy,20230301,21,12,9,,18771,8750,2134,,"9 220,36 zł","4,32 zł"
słupy,20230401,61,20,41,,51103,15418,7671,,"33 144,05 zł","4,32 zł"
słupy,20230501,56,23,33,,53301,18935,7550,,"32 621,25 zł","4,32 zł"
słupy,20230601,40,13,27,,44478,14444,6725,,"29 056,67 zł","4,32 zł"
słupy,20230701,49,37,12,,44925,29772,3400,,"14 690,36 zł","4,32 zł"
słupy,20230801,23,15,8,,20667,14192,1449,,"6 260,69 zł","4,32 zł"
słupy,20230901,47,37,10,,40763,30630,2230,,"9 635,15 zł","4,32 zł"
słupy,20231001,18,12,6,,16798,11225,1227,,"5 301,49 zł","4,32 zł"
słupy,20231101,14,6,8,,14726,5285,2132,,"9 211,72 zł","4,32 zł"
słupy,20231201,22,4,18,,25723,4314,4936,,"21 326,95 zł","4,32 zł"
stoiska degustacyjne,20240101,25,16,9,,28054,20884,1636,,"7 068,66 zł","4,32 zł"
stoiska degustacyjne,20230101,6,1,5,,5169,769,934,,"4 035,53 zł","4,32 zł"
stoiska degustacyjne,20230201,16,12,4,,12567,8990,754,,"3 257,80 zł","4,32 zł"
stoiska degustacyjne,20240201,63,35,28,,60117,33157,6226,,"26 900,65 zł","4,32 zł"
stoiska degustacyjne,20230301,53,16,37,,39423,11964,5862,,"25 327,91 zł","4,32 zł"
stoiska degustacyjne,20230401,80,37,43,,68245,27725,8806,,"38 048,04 zł","4,32 zł"
stoiska degustacyjne,20230501,23,16,7,,18785,13491,1163,,"5 024,97 zł","4,32 zł"
stoiska degustacyjne,20230601,46,39,7,,37791,32722,1140,,"4 925,59 zł","4,32 zł"
stoiska degustacyjne,20230701,116,71,45,,91076,56230,7831,,"33 835,36 zł","4,32 zł"
stoiska degustacyjne,20230801,20,15,5,,16960,12831,924,,"3 992,32 zł","4,32 zł"
stoiska degustacyjne,20230901,61,56,5,,48507,44200,938,,"4 052,81 zł","4,32 zł"
stoiska degustacyjne,20231001,60,50,10,,48463,40737,1722,,"7 440,24 zł","4,32 zł"
stoiska degustacyjne,20231101,25,20,5,,18374,14615,848,,"3 663,95 zł","4,32 zł"
stoiska degustacyjne,20231201,8,4,4,,6223,3344,664,,"2 868,94 zł","4,32 zł"
stoiska degustacyjne akcesoria,20240101,5,1,4,,258,240,4,,"17,28 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230101,4,2,2,,492,360,28,,"120,98 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230201,11,6,5,,568,312,54,,"233,32 zł","4,32 zł"
stoiska degustacyjne akcesoria,20240201,49,28,21,,1393,1220,40,,"172,83 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230301,145,5,140,,9780,600,1960,,"8 468,56 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230401,51,50,1,,3275,3200,16,,"69,13 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230501,13,3,10,,954,515,96,,"414,79 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230601,15,15,,,822,822,,,"0,00 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230701,13,,13,,62,,14,,"60,49 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230801,2,,2,,142,,32,,"138,26 zł","4,32 zł"
stoiska degustacyjne akcesoria,20230901,5,5,,,750,750,,,"0,00 zł","4,32 zł"
stoiska degustacyjne akcesoria,20231001,9,5,4,,112,10,23,,"99,38 zł","4,32 zł"
stoiska degustacyjne akcesoria,20231101,16,10,6,,2026,2000,6,,"25,92 zł","4,32 zł"
stoiska degustacyjne akcesoria,20231201,57,,57,,2898,,669,,"2 890,54 zł","4,32 zł"
stojaki reklamowe,20240101,42,19,23,,24017,12867,2557,,"11 048,02 zł","4,32 zł"
stojaki reklamowe,20230101,32,28,4,,11543,9998,328,,"1 417,19 zł","4,32 zł"
stojaki reklamowe,20230201,32,31,1,,14140,13334,170,,"734,52 zł","4,32 zł"
stojaki reklamowe,20240201,31,30,1,,15615,15202,95,,"410,47 zł","4,32 zł"
stojaki reklamowe,20230301,44,40,4,,22137,20523,344,,"1 486,32 zł","4,32 zł"
stojaki reklamowe,20230401,19,16,3,,10952,9762,258,,"1 114,74 zł","4,32 zł"
stojaki reklamowe,20230501,27,20,7,,10459,7229,715,,"3 089,30 zł","4,32 zł"
stojaki reklamowe,20230601,24,21,3,,12639,11481,258,,"1 114,74 zł","4,32 zł"
stojaki reklamowe,20230701,13,10,3,,6026,4903,254,,"1 097,46 zł","4,32 zł"
stojaki reklamowe,20230801,35,33,2,,12719,11647,240,,"1 036,97 zł","4,32 zł"
stojaki reklamowe,20230901,31,27,4,,14978,12900,449,,"1 939,99 zł","4,32 zł"
stojaki reklamowe,20231001,25,20,5,,9823,7536,504,,"2 177,63 zł","4,32 zł"
stojaki reklamowe,20231101,24,21,3,,11748,9941,415,,"1 793,09 zł","4,32 zł"
stojaki reklamowe,20231201,20,18,2,,8636,7895,172,,"743,16 zł","4,32 zł"
stojaki reklamowe akcesoria,20240101,8,8,,,388,388,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20230201,11,11,,,417,417,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20240201,7,7,,,374,374,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20230301,4,4,,,220,220,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20230401,11,1,10,,194,55,30,,"129,62 zł","4,32 zł"
stojaki reklamowe akcesoria,20230501,3,2,1,,95,90,1,,"4,32 zł","4,32 zł"
stojaki reklamowe akcesoria,20230701,4,4,,,172,172,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20230801,2,,2,,152,,34,,"146,90 zł","4,32 zł"
stojaki reklamowe akcesoria,20230901,6,6,,,701,701,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20231001,7,7,,,369,369,,,"0,00 zł","4,32 zł"
stojaki reklamowe akcesoria,20231201,4,4,,,204,204,,,"0,00 zł","4,32 zł"
systemy podwieszane,20240101,14,6,8,,32608,14188,4226,,"18 259,26 zł","4,32 zł"
systemy podwieszane,20230101,13,6,7,,31343,12256,4058,,"17 533,38 zł","4,32 zł"
systemy podwieszane,20230201,18,8,10,,50410,23628,5651,,"24 416,25 zł","4,32 zł"
systemy podwieszane,20240201,29,9,20,,68723,21432,10922,,"47 190,63 zł","4,32 zł"
systemy podwieszane,20230301,18,6,12,,49882,18949,6586,,"28 456,10 zł","4,32 zł"
systemy podwieszane,20230401,19,4,15,,43829,5951,8167,,"35 287,12 zł","4,32 zł"
systemy podwieszane,20230501,9,5,4,,19896,12068,1716,,"7 414,31 zł","4,32 zł"
systemy podwieszane,20230601,6,4,2,,17508,10684,1525,,"6 589,06 zł","4,32 zł"
systemy podwieszane,20230801,16,8,8,,40139,18641,4820,,"20 825,75 zł","4,32 zł"
systemy podwieszane,20230901,16,6,10,,43485,13232,6546,,"28 283,27 zł","4,32 zł"
systemy podwieszane,20231001,26,7,19,,68585,15180,11710,,"50 595,34 zł","4,32 zł"
systemy podwieszane,20231101,10,2,8,,23580,3256,4575,,"19 767,18 zł","4,32 zł"
systemy podwieszane,20231201,7,4,3,,14030,6780,1675,,"7 237,16 zł","4,32 zł"
systemy podwieszane akcesoria,20240101,2,,2,,261,,60,,"259,24 zł","4,32 zł"
systemy podwieszane akcesoria,20230101,4,4,,,520,520,,,"0,00 zł","4,32 zł"
systemy podwieszane akcesoria,20240201,3,1,2,,143,100,10,,"43,21 zł","4,32 zł"
systemy podwieszane akcesoria,20230301,6,6,,,6,6,,,"0,00 zł","4,32 zł"
systemy podwieszane akcesoria,20230401,1,,1,,92,,20,,"86,41 zł","4,32 zł"
systemy podwieszane akcesoria,20230501,31,29,2,,971,633,74,,"319,73 zł","4,32 zł"
systemy podwieszane akcesoria,20230901,146,146,,,1065,1065,,,"0,00 zł","4,32 zł"
systemy podwieszane akcesoria,20231101,45,45,,,1080,1080,,,"0,00 zł","4,32 zł"
ścianki banerowe,20240101,18,15,3,,5551,4702,195,,"842,54 zł","4,32 zł"
ścianki banerowe,20230101,15,5,10,,5282,1978,701,,"3 028,81 zł","4,32 zł"
ścianki banerowe,20230201,12,11,1,,5102,4794,65,,"280,85 zł","4,32 zł"
ścianki banerowe,20240201,14,13,1,,5108,4787,74,,"319,73 zł","4,32 zł"
ścianki banerowe,20230301,22,15,7,,8915,6494,517,,"2 233,80 zł","4,32 zł"
ścianki banerowe,20230401,35,35,,,13626,13626,,,"0,00 zł","4,32 zł"
ścianki banerowe,20230501,36,36,,,15939,15939,,,"0,00 zł","4,32 zł"
ścianki banerowe,20230601,7,7,,,2149,2149,,,"0,00 zł","4,32 zł"
ścianki banerowe,20230701,9,7,2,,4289,3158,254,,"1 097,46 zł","4,32 zł"
ścianki banerowe,20230801,18,15,3,,7068,5929,255,,"1 101,78 zł","4,32 zł"
ścianki banerowe,20230901,11,11,,,4078,4078,,,"0,00 zł","4,32 zł"
ścianki banerowe,20231001,23,23,,,8409,8409,,,"0,00 zł","4,32 zł"
ścianki banerowe,20231101,10,10,,,3968,3968,,,"0,00 zł","4,32 zł"
ścianki banerowe,20231201,6,6,,,1768,1768,,,"0,00 zł","4,32 zł"
ścianki popup,20240101,1,1,,,1436,1436,,,"0,00 zł","4,32 zł"
ścianki popup,20230101,1,,1,,3901,,832,,"3 594,82 zł","4,32 zł"
ścianki popup,20230201,3,3,,,7691,7691,,,"0,00 zł","4,32 zł"
ścianki popup,20240201,5,5,,,10155,10155,,,"0,00 zł","4,32 zł"
ścianki popup,20230301,5,5,,,10448,10448,,,"0,00 zł","4,32 zł"
ścianki popup,20230401,2,2,,,2872,2872,,,"0,00 zł","4,32 zł"
ścianki popup,20230501,3,3,,,9178,9178,,,"0,00 zł","4,32 zł"
ścianki popup,20230601,4,3,1,,8631,4605,899,,"3 884,30 zł","4,32 zł"
ścianki popup,20230701,4,2,2,,10532,2522,1798,,"7 768,61 zł","4,32 zł"
ścianki popup,20230801,11,10,1,,14764,10480,958,,"4 139,23 zł","4,32 zł"
ścianki popup,20230901,4,4,,,6136,6136,,,"0,00 zł","4,32 zł"
ścianki popup,20231001,8,5,3,,25260,13619,2613,,"11 289,98 zł","4,32 zł"
ścianki popup,20231101,5,4,1,,13512,9447,927,,"4 005,28 zł","4,32 zł"
ścianki popup,20231201,2,2,,,5733,5733,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20240101,16,16,,,567,567,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20230401,200,200,,,11000,11000,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20230601,7,7,,,988,988,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20230701,1,1,,,119,119,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20230801,60,60,,,5070,5070,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20230901,1,1,,,154,154,,,"0,00 zł","4,32 zł"
tekstylia użytkowe,20231101,12,1,11,,966,154,183,,"790,69 zł","4,32 zł"
tekstylia użytkowe,20231201,1,1,,,52,52,,,"0,00 zł","4,32 zł"
trybunki reklamowe,20240101,367,104,263,,393901,113668,64202,,"277 397,26 zł","4,32 zł"
trybunki reklamowe,20230101,242,117,125,,242314,111766,27772,,"119 994,34 zł","4,32 zł"
trybunki reklamowe,20230201,381,143,238,,383854,141121,51243,,"221 405,37 zł","4,32 zł"
trybunki reklamowe,20240201,345,158,180,7,382101,177560,45239,2182,"195 463,92 zł","4,32 zł"
trybunki reklamowe,20230301,388,179,209,,419266,183967,50149,,"216 678,53 zł","4,32 zł"
trybunki reklamowe,20230401,428,233,194,1,421025,217105,43803,190,"189 259,40 zł","4,32 zł"
trybunki reklamowe,20230501,367,157,210,,374824,148418,49812,,"215 222,46 zł","4,32 zł"
trybunki reklamowe,20230601,370,191,179,,338841,173778,37038,,"160 029,90 zł","4,32 zł"
trybunki reklamowe,20230701,225,135,90,,220378,134868,19260,,"83 216,59 zł","4,32 zł"
trybunki reklamowe,20230801,346,145,201,,347384,140780,46411,,"200 527,78 zł","4,32 zł"
trybunki reklamowe,20230901,411,202,209,,440197,217419,48592,,"209 951,21 zł","4,32 zł"
trybunki reklamowe,20231001,493,232,261,,498999,241178,57118,,"246 789,46 zł","4,32 zł"
trybunki reklamowe,20231101,488,360,128,,436063,294133,32237,,"139 286,24 zł","4,32 zł"
trybunki reklamowe,20231201,547,406,141,,475048,331250,33187,,"143 390,90 zł","4,32 zł"
trybunki reklamowe akcesoria,20240101,6,5,1,,509,334,40,,"172,83 zł","4,32 zł"
trybunki reklamowe akcesoria,20230101,18,5,13,,2248,550,360,,"1 555,45 zł","4,32 zł"
trybunki reklamowe akcesoria,20230201,9,1,8,,1474,100,290,,"1 253,00 zł","4,32 zł"
trybunki reklamowe akcesoria,20240201,15,7,8,,1064,650,96,,"414,79 zł","4,32 zł"
trybunki reklamowe akcesoria,20230301,28,25,3,,870,471,85,,"367,26 zł","4,32 zł"
trybunki reklamowe akcesoria,20230401,30,1,29,,4281,240,880,,"3 802,21 zł","4,32 zł"
trybunki reklamowe akcesoria,20230501,62,24,38,,6511,922,1230,,"5 314,45 zł","4,32 zł"
trybunki reklamowe akcesoria,20230601,16,16,,,720,720,,,"0,00 zł","4,32 zł"
trybunki reklamowe akcesoria,20230701,8,1,7,,475,150,73,,"315,41 zł","4,32 zł"
trybunki reklamowe akcesoria,20230801,53,2,51,,9992,110,2227,,"9 622,19 zł","4,32 zł"
trybunki reklamowe akcesoria,20230901,13,11,2,,1612,1150,100,,"432,07 zł","4,32 zł"
trybunki reklamowe akcesoria,20231001,11,9,2,,1277,900,84,,"362,94 zł","4,32 zł"
trybunki reklamowe akcesoria,20231101,11,4,7,,1978,890,245,,"1 058,57 zł","4,32 zł"
trybunki reklamowe akcesoria,20231201,2,,2,,692,,160,,"691,31 zł","4,32 zł"
usługi,20240101,1239,710,526,3,226848,40337,41796,1025,"180 587,77 zł","4,32 zł"
usługi,20230101,1020,585,435,,187062,29491,33525,,"144 851,30 zł","4,32 zł"
usługi,20230201,1302,814,488,,209834,37345,36357,,"157 087,51 zł","4,32 zł"
usługi,20240201,1710,1025,678,7,334577,65693,56745,5802,"245 177,84 zł","4,32 zł"
usługi,20230301,1720,1050,670,,334830,58698,58843,,"254 242,66 zł","4,32 zł"
usługi,20230401,1464,826,636,2,291014,55371,48958,2036,"211 532,59 zł","4,32 zł"
usługi,20230501,1851,1231,620,,288530,75467,46944,,"202 830,71 zł","4,32 zł"
usługi,20230601,1358,852,504,2,252676,77345,37965,1393,"164 035,19 zł","4,32 zł"
usługi,20230701,880,571,309,,136252,38904,21892,,"94 588,65 zł","4,32 zł"
usługi,20230801,1339,873,466,,208325,63785,32402,,"139 999,16 zł","4,32 zł"
usługi,20230901,1937,1291,641,5,365620,82241,54825,7446,"236 882,10 zł","4,32 zł"
usługi,20231001,1840,1078,751,11,527318,91301,85825,11639,"370 823,65 zł","4,32 zł"
usługi,20231101,1593,1028,561,4,288857,73222,46682,2515,"201 698,68 zł","4,32 zł"
usługi,20231201,1023,670,347,6,151049,41987,22974,2399,"99 263,65 zł","4,32 zł"
usługi graficzne,20240101,276,220,56,,1486,1203,65,,"280,85 zł","4,32 zł"
usługi graficzne,20230101,58,41,17,,10792,6800,850,,"3 672,59 zł","4,32 zł"
usługi graficzne,20230201,58,42,16,,11857,8250,760,,"3 283,73 zł","4,32 zł"
usługi graficzne,20240201,225,172,53,,12338,10233,486,,"2 099,86 zł","4,32 zł"
usługi graficzne,20230301,114,95,19,,19906,15426,955,,"4 126,26 zł","4,32 zł"
usługi graficzne,20230401,81,65,16,,13481,9950,760,,"3 283,73 zł","4,32 zł"
usługi graficzne,20230501,143,132,11,,24024,20991,666,,"2 877,58 zł","4,32 zł"
usługi graficzne,20230601,86,61,25,,14446,9750,1050,,"4 536,73 zł","4,32 zł"
usługi graficzne,20230701,57,51,6,,9756,8400,305,,"1 317,81 zł","4,32 zł"
usługi graficzne,20230801,102,96,6,,16513,15128,310,,"1 339,42 zł","4,32 zł"
usługi graficzne,20230901,136,121,15,,19104,16930,475,,"2 052,33 zł","4,32 zł"
usługi graficzne,20231001,194,161,31,2,13711,10850,435,200,"1 879,50 zł","4,32 zł"
usługi graficzne,20231101,197,148,49,,18277,9650,1967,,"8 498,81 zł","4,32 zł"
usługi graficzne,20231201,229,195,34,,6353,4449,441,,"1 905,43 zł","4,32 zł"
usługi montażu,20230101,3,2,1,,38032,17000,4468,,"19 304,87 zł","4,32 zł"
usługi montażu,20230201,1,1,,,3780,3780,,,"0,00 zł","4,32 zł"
usługi montażu,20240201,2,2,,,14188,14188,,,"0,00 zł","4,32 zł"
usługi montażu,20230301,4,4,,,100396,100396,,,"0,00 zł","4,32 zł"
usługi montażu,20230401,6,5,1,,26556,26088,100,,"432,07 zł","4,32 zł"
usługi montażu,20230501,8,8,,,84459,84459,,,"0,00 zł","4,32 zł"
usługi montażu,20230601,1,1,,,4400,4400,,,"0,00 zł","4,32 zł"
usługi montażu,20230801,1,1,,,14921,14921,,,"0,00 zł","4,32 zł"
usługi montażu,20230901,12,12,,,,,,,"0,00 zł","4,32 zł"
usługi montażu,20231001,8,7,1,,90060,69662,4500,,"19 443,13 zł","4,32 zł"
usługi montażu,20231101,6,6,,,38198,38198,,,"0,00 zł","4,32 zł"
usunięte,20230601,12,12,,,48,48,,,"0,00 zł","4,32 zł"
vario akcesoria,20240101,115,47,68,,16777,6598,2326,,"10 049,94 zł","4,32 zł"
vario akcesoria,20230101,124,65,59,,19210,11657,1607,,"6 943,36 zł","4,32 zł"
vario akcesoria,20230201,138,84,54,,21312,8836,2630,,"11 363,43 zł","4,32 zł"
vario akcesoria,20240201,295,110,185,,41795,18342,5412,,"23 383,60 zł","4,32 zł"
vario akcesoria,20230301,245,123,122,,40099,21500,3966,,"17 135,88 zł","4,32 zł"
vario akcesoria,20230401,120,65,52,3,15257,7808,1439,183,"6 217,48 zł","4,32 zł"
vario akcesoria,20230501,135,55,80,,21156,11607,2113,,"9 129,63 zł","4,32 zł"
vario akcesoria,20230601,24,11,13,,4729,2069,593,,"2 562,17 zł","4,32 zł"
vario akcesoria,20230701,60,51,9,,9379,8922,103,,"445,03 zł","4,32 zł"
vario akcesoria,20230801,94,58,36,,18533,10574,1778,,"7 682,20 zł","4,32 zł"
vario akcesoria,20230901,194,100,94,,33253,17884,3361,,"14 521,86 zł","4,32 zł"
vario akcesoria,20231001,289,112,177,,32783,15902,3748,,"16 193,96 zł","4,32 zł"
vario akcesoria,20231101,138,95,43,,20973,15296,1279,,"5 526,17 zł","4,32 zł"
vario akcesoria,20231201,140,71,69,,19000,9690,2147,,"9 276,53 zł","4,32 zł"
vario crazy,20240101,33,13,20,,62437,19536,9847,,"42 545,88 zł","4,32 zł"
vario crazy,20230101,32,13,19,,61184,25420,7606,,"32 863,21 zł","4,32 zł"
vario crazy,20230201,42,19,23,,76944,25967,10726,,"46 343,77 zł","4,32 zł"
vario crazy,20240201,74,31,41,2,134199,42043,20765,581,"89 719,23 zł","4,32 zł"
vario crazy,20230301,82,52,30,,137281,83135,11551,,"49 908,35 zł","4,32 zł"
vario crazy,20230401,69,38,31,,110007,55185,11781,,"50 902,11 zł","4,32 zł"
vario crazy,20230501,70,37,33,,118982,57081,13670,,"59 063,90 zł","4,32 zł"
vario crazy,20230601,37,18,19,,76182,38143,8520,,"36 812,32 zł","4,32 zł"
vario crazy,20230701,20,7,13,,38605,10589,6295,,"27 198,78 zł","4,32 zł"
vario crazy,20230801,36,20,16,,70738,36701,7645,,"33 031,71 zł","4,32 zł"
vario crazy,20230901,85,62,23,,148643,96219,11386,,"49 195,43 zł","4,32 zł"
vario crazy,20231001,87,48,39,,163020,74098,19525,,"84 361,57 zł","4,32 zł"
vario crazy,20231101,57,32,25,,126043,59648,15048,,"65 017,82 zł","4,32 zł"
vario crazy,20231201,36,16,20,,59692,24005,8245,,"35 624,13 zł","4,32 zł"
vario klasyczne ścianki,20240101,82,62,20,,130534,96661,7750,,"33 485,39 zł","4,32 zł"
vario klasyczne ścianki,20230101,94,45,49,,181190,87117,20018,,"86 491,67 zł","4,32 zł"
vario klasyczne ścianki,20230201,102,73,29,,189349,130310,12454,,"53 809,94 zł","4,32 zł"
vario klasyczne ścianki,20240201,108,64,44,,152760,100624,12044,,"52 038,45 zł","4,32 zł"
vario klasyczne ścianki,20230301,167,135,32,,300445,232316,14505,,"62 671,68 zł","4,32 zł"
vario klasyczne ścianki,20230401,176,140,36,,300332,224908,16231,,"70 129,20 zł","4,32 zł"
vario klasyczne ścianki,20230501,208,144,64,,359789,238020,26889,,"116 179,17 zł","4,32 zł"
vario klasyczne ścianki,20230601,138,86,52,,224952,140200,19012,,"82 145,05 zł","4,32 zł"
vario klasyczne ścianki,20230701,87,71,16,,146675,121893,5569,,"24 061,95 zł","4,32 zł"
vario klasyczne ścianki,20230801,168,125,43,,273488,200890,16313,,"70 483,50 zł","4,32 zł"
vario klasyczne ścianki,20230901,286,223,63,,443020,351499,19968,,"86 275,64 zł","4,32 zł"
vario klasyczne ścianki,20231001,190,123,67,,322204,198530,27408,,"118 421,61 zł","4,32 zł"
vario klasyczne ścianki,20231101,141,113,28,,227808,185004,9718,,"41 988,51 zł","4,32 zł"
vario klasyczne ścianki,20231201,69,63,6,,103478,94371,2103,,"9 086,42 zł","4,32 zł"
vario light,20240101,490,256,234,,476796,258109,50084,,"216 397,69 zł","4,32 zł"
vario light,20230101,463,261,202,,526959,274046,53834,,"232 600,29 zł","4,32 zł"
vario light,20230201,497,233,264,,536718,227038,65299,,"282 137,06 zł","4,32 zł"
vario light,20240201,775,401,370,4,709677,381013,75335,614,"325 499,56 zł","4,32 zł"
vario light,20230301,802,436,366,,722695,372145,74686,,"322 695,43 zł","4,32 zł"
vario light,20230401,592,268,324,,594308,262230,71555,,"309 167,33 zł","4,32 zł"
vario light,20230501,639,324,315,,589422,262802,72044,,"311 280,15 zł","4,32 zł"
vario light,20230601,410,190,218,2,417736,199382,48229,636,"208 382,80 zł","4,32 zł"
vario light,20230701,382,231,151,,339606,206646,29892,,"129 154,21 zł","4,32 zł"
vario light,20230801,690,474,216,,529119,307712,49625,,"214 414,49 zł","4,32 zł"
vario light,20230901,751,476,275,,693678,396009,64940,,"280 585,93 zł","4,32 zł"
vario light,20231001,901,527,374,,767460,401755,80560,,"348 075,19 zł","4,32 zł"
vario light,20231101,1029,630,399,,788804,489210,68161,,"294 502,89 zł","4,32 zł"
vario light,20231201,583,332,251,,537586,327069,48598,,"209 977,14 zł","4,32 zł"
wydruk blockout,20240101,5,3,2,,919,700,50,,"216,03 zł","4,32 zł"
wydruk blockout,20230101,1,,1,,467,,100,,"432,07 zł","4,32 zł"
wydruk blockout,20230201,6,,6,,2268,,480,,"2 073,93 zł","4,32 zł"
wydruk blockout,20240201,15,15,,,1250,1250,,,"0,00 zł","4,32 zł"
wydruk blockout,20230301,15,15,,,375,375,,,"0,00 zł","4,32 zł"
wydruk blockout,20230401,2,1,1,,718,40,145,,"626,50 zł","4,32 zł"
wydruk blockout,20230501,17,17,,,455,455,,,"0,00 zł","4,32 zł"
wydruk blockout,20230601,6,3,3,,1658,194,330,,"1 425,83 zł","4,32 zł"
wydruk blockout,20230701,1,1,,,1026,1026,,,"0,00 zł","4,32 zł"
wydruk blockout,20230801,2,2,,,230,230,,,"0,00 zł","4,32 zł"
wydruk blockout,20231001,14,14,,,973,973,,,"0,00 zł","4,32 zł"
wydruk blockout adframe,20240101,40,9,8,23,9293,2670,781,802,"3 374,46 zł","4,32 zł"
wydruk blockout adframe,20230101,24,9,15,,6940,3115,814,,"3 517,05 zł","4,32 zł"
wydruk blockout adframe,20230201,20,4,16,,8029,1238,1428,,"6 169,95 zł","4,32 zł"
wydruk blockout adframe,20240201,20,15,5,,6301,5376,214,,"924,63 zł","4,32 zł"
